Date,Closing Price,Volume,Open Price,Closing Price 1 Day Ago,High Price,Low Price
30-09-2021,610.34,6616040,608.05,599.06,619,608.05
29-09-2021,599.06,6221026,589.01,583.85,609.8799,588.01
28-09-2021,583.85,4431051,589,592.64,599.5353,580.16
27-09-2021,592.64,2504738,587.95,592.39,593.58,576.93
24-09-2021,592.39,2126246,592.5,593.26,592.98,583.64
23-09-2021,593.26,2526161,590.79,590.65,599.32,589.1301
22-09-2021,590.65,4021845,579.69,573.14,595.65,579.69
21-09-2021,573.14,2250884,578.31,575.43,581.88,569.37
20-09-2021,575.43,3732227,586.79,589.35,591.53,568.08
17-09-2021,589.35,4145145,587.85,586.5,590.28,580.8501
16-09-2021,586.5,1832028,584.3,582.87,587.48,577.72
15-09-2021,582.87,2755615,578.17,577.76,584.62,575.37
14-09-2021,577.76,3456958,584.89,589.29,587.28,575.56
13-09-2021,589.29,3062871,598.57,598.72,598.57,582.775
10-09-2021,598.72,3950764,598.16,597.54,609.45,593.67
09-09-2021,597.54,2954214,606.47,606.05,609.44,596.55
08-09-2021,606.05,5424503,603.84,606.71,615.6,595.71
07-09-2021,606.71,5830979,594.69,590.53,613.85,593.99
03-09-2021,590.53,2684005,585.8,588.55,591.8783,583.14
02-09-2021,588.55,6184782,583.68,582.07,598.7567,583.68
01-09-2021,582.07,5626214,569,569.19,591,569
31-08-2021,569.19,2431886,566.12,566.18,569.48,561.611
30-08-2021,566.18,2434839,557.25,558.92,567.1648,556.45
27-08-2021,558.92,3252595,551.6,550.12,564.17,549.25
26-08-2021,550.12,1595499,546.16,547.58,552.604,545.9
25-08-2021,547.58,2065621,550.16,553.41,552.84,545.45
24-08-2021,553.41,2109525,551.484,553.33,555.3141,549.27
23-08-2021,553.33,2602010,545.98,546.88,555.55,543.74
20-08-2021,546.88,3776429,545.09,543.71,551.3883,539.1
19-08-2021,543.71,7497292,522.74,521.87,548.39,521.87
18-08-2021,521.87,2582046,520,518.91,526.38,518.65
17-08-2021,518.91,2309803,515.465,517.92,520.79,514.2
16-08-2021,517.92,2033176,515.24,515.92,523.38,512.3
13-08-2021,515.92,2177736,512.64,510.72,521.44,511.51
12-08-2021,510.72,1686170,511.86,512.4,513,507.2014
11-08-2021,512.4,1673904,517,515.84,519.57,509.77
10-08-2021,515.84,1960544,520,519.97,520.79,512.965
09-08-2021,519.97,1367782,521.1469,520.55,522.6699,517.99
06-08-2021,520.55,1919798,524,524.89,526.84,519.39
05-08-2021,524.89,2556687,517.13,517.35,525.41,514.02
04-08-2021,517.35,2039374,513,510.82,517.98,510.37
03-08-2021,510.82,2579427,514.39,515.15,515.63,505.37
02-08-2021,515.15,2096632,519,517.57,519.85,510.51
30-07-2021,517.57,2537107,512.69,514.25,519.79,510.9642
29-07-2021,514.25,1736014,519.96,519.3,520.7799,513.7927
28-07-2021,519.3,2390466,521.82,518.91,524.47,516.98
27-07-2021,518.91,2759037,518.08,516.49,521.95,512.05
26-07-2021,516.49,2254538,514.38,515.41,521.13,509.0101
23-07-2021,515.41,3820478,512.16,511.77,517.41,504.66
22-07-2021,511.77,4328061,510.2059,513.63,513.68,507
21-07-2021,513.63,11906793,526.13,531.05,530.99,505.61
20-07-2021,531.05,6930440,526.07,532.28,536.64,520.3
19-07-2021,532.28,3885764,526.05,530.31,534.913,522.2401
16-07-2021,530.31,3442101,541.81,542.95,544.06,527.05
15-07-2021,542.95,5713873,553.97,547.95,557.5399,538.2
14-07-2021,547.95,4659535,541.01,540.68,554.1,541.01
13-07-2021,540.68,2751593,535.76,537.31,545.33,535.76
12-07-2021,537.31,1780738,540.3,535.98,540.6497,532.92
09-07-2021,535.98,2777231,531,530.76,538.26,528.58
08-07-2021,530.76,3268988,530.93,535.96,535.5,529.09
07-07-2021,535.96,2722498,544.24,541.64,544.64,531.66
06-07-2021,541.64,2775051,533,533.98,542.86,533
02-07-2021,533.98,1980316,535.5,533.54,538.5351,529.39
01-07-2021,533.54,2805402,525.72,528.21,537.04,525.72
30-06-2021,528.21,2773445,534.0551,533.5,534.38,526.82
29-06-2021,533.5,2314647,533.55,533.03,536.13,528.57
28-06-2021,533.03,2820227,528.12,527.07,533.9399,524.56
25-06-2021,527.07,5299072,528.84,518.06,533.06,525
24-06-2021,518.06,3361202,517.96,512.74,520.96,514.4001
23-06-2021,512.74,3944782,508.48,508.82,516.63,508.2
22-06-2021,508.82,5809271,498.54,497,513.55,495.795
21-06-2021,497,5277297,501.64,500.77,502.05,492.28
18-06-2021,500.77,5197576,496.4,498.34,504.49,495.24
17-06-2021,498.34,3198273,490.25,492.41,501.8,490.15
16-06-2021,492.41,3533206,495,491.9,496.46,486.28
15-06-2021,491.9,3104073,501.23,499.89,501.23,490.4
14-06-2021,499.89,4400222,489.68,488.77,503.5,486.91
11-06-2021,488.77,3123969,490,487.27,491.41,487.78
10-06-2021,487.27,4382928,487.165,485.81,490.21,482.14
09-06-2021,485.81,3055029,494.5,492.39,496.09,484.65
08-06-2021,492.39,2374037,497,494.66,498.82,489.37
07-06-2021,494.66,2791932,492.9169,494.74,496.7,490.55
04-06-2021,494.74,3160487,492,489.43,501.86,490.95
03-06-2021,489.43,3887445,495.19,499.24,496.66,487.25
02-06-2021,499.24,2268979,499.82,499.08,503.22,495.82
01-06-2021,499.08,2482555,504.01,502.81,505.41,497.7443
28-05-2021,502.81,2911297,504.4,503.86,511.76,502.53
27-05-2021,503.86,3253773,501.8,502.36,505.1,498.54
26-05-2021,502.36,2465303,502.34,501.34,504.14,500.5
25-05-2021,501.34,2699459,506,502.9,506.365,499.22
24-05-2021,502.9,2412595,501.05,497.89,504.25,499.51
21-05-2021,497.89,3322925,503.12,501.67,505.4,497.26
20-05-2021,501.67,3721218,489.55,487.7,502.7,488.975
19-05-2021,487.7,3349930,481.625,486.28,488.57,478.54
18-05-2021,486.28,2350496,488.395,488.94,493.4778,486.1895
17-05-2021,488.94,2705249,485.59,493.37,492.71,482.81
14-05-2021,493.37,2882464,487.86,486.66,494.85,486.59
13-05-2021,486.66,2716561,489.13,484.98,490.775,482.71
12-05-2021,484.98,4121540,486.83,495.08,493.54,482.7
11-05-2021,495.08,4401000,479.75,486.69,497.99,478.63
10-05-2021,486.69,5131632,502,503.84,503.15,486.11
07-05-2021,503.84,3132786,504.62,499.55,508.55,501.12
06-05-2021,499.55,3783698,495.99,496.08,499.55,491.37
05-05-2021,496.08,3129366,504.99,503.18,507.7843,494.63
04-05-2021,503.18,4349502,510.78,509.11,511.63,496.79
03-05-2021,509.11,4091895,512.65,513.47,518.95,505.2
30-04-2021,513.47,4413242,505,509,514.55,505
29-04-2021,509,5127792,507.6,506.52,509.29,499
28-04-2021,506.52,3192983,505.2,505.55,508.395,503.34
27-04-2021,505.55,3761327,512.62,510.3,512.99,504.5808
26-04-2021,510.3,4388839,506.76,505.55,510.48,503
23-04-2021,505.55,7314659,509.01,508.78,509.7,500.7
22-04-2021,508.78,9061062,513.82,508.9,513.96,500.55
21-04-2021,508.9,22897446,508,549.57,515.46,503.6001
20-04-2021,549.57,11257648,554.42,554.44,563.56,546.3
19-04-2021,554.44,4288715,546.9,546.54,556.44,545.53
16-04-2021,546.54,3209075,550.54,549.22,551.98,539.51
15-04-2021,549.22,3139050,544.17,540.02,553.49,542.66
14-04-2021,540.02,3740294,554.87,553.73,554.87,538.53
13-04-2021,553.73,2720344,557,552.78,559.75,550.3
12-04-2021,552.78,2944060,551.05,555.31,557.98,549.58
09-04-2021,555.31,2894034,552.69,554.58,556.9,547.11
08-04-2021,554.58,4309829,551.13,546.99,556.899,547.57
07-04-2021,546.99,2151319,543.5,544.53,549.64,541.45
06-04-2021,544.53,3474205,544.81,540.67,554.165,543.3
05-04-2021,540.67,3355904,540.01,539.42,542.85,529.23
01-04-2021,539.42,3938637,529.93,521.66,540.5,527.03
31-03-2021,521.66,3503111,515.675,513.39,528.13,515.44
30-03-2021,513.39,2418129,510.505,513.95,514.41,506.91
29-03-2021,513.95,3330049,505.66,508.05,518,504.4
26-03-2021,508.05,3467797,502.82,502.86,508.72,496.68
25-03-2021,502.86,4926764,516.99,520.81,518.53,497
24-03-2021,520.81,4102211,533.78,535.09,534.42,520
23-03-2021,535.09,5583461,529.87,523.11,543.12,529.4
22-03-2021,523.11,3360587,509.13,512.18,529.31,509.13
19-03-2021,512.18,4386360,504.96,504.79,513.19,501.63
18-03-2021,504.79,4096606,516.3959,524.44,517.9,503.85
17-03-2021,524.44,2817376,522,524.03,528.3654,514.3
16-03-2021,524.03,3238888,524.47,520.25,533.42,523.21
15-03-2021,520.25,3485519,516.32,518.02,520.729,508.03
12-03-2021,518.02,3981743,512.5,523.06,526.51,506.59
11-03-2021,523.06,4714469,512.2048,504.54,530.235,510.71
10-03-2021,504.54,3771484,513.5,506.44,518.97,504.25
09-03-2021,506.44,3470042,507.31,493.33,513.11,503.8221
08-03-2021,493.33,3981758,514.46,516.39,518.84,492.85
05-03-2021,516.39,5069973,511.98,511.29,517.76,498.7901
04-03-2021,511.29,5034792,521.5,520.7,531.5,507.68
03-03-2021,520.7,5362443,545.93,547.82,548.005,517.81
02-03-2021,547.82,3042226,553.34,550.64,556.99,546.02
01-03-2021,550.64,3042180,545.5734,538.85,552.14,542
26-02-2021,538.85,3755574,546.51,546.7,553.09,538
25-02-2021,546.7,4252879,550.27,553.41,556.48,535.75
24-02-2021,553.41,3245038,539.8,546.15,556.8499,539.065
23-02-2021,546.15,4136532,525.0035,533.78,548.54,518.28
22-02-2021,533.78,3078594,534.99,540.22,541.79,530.79
19-02-2021,540.22,2841457,548,548.22,548.99,538.8132
18-02-2021,548.22,2457604,549,551.34,550,538.2265
17-02-2021,551.34,2071590,550.99,557.28,555.25,543.03
16-02-2021,557.28,2624097,557.286,556.52,563.63,552.73
12-02-2021,556.52,2197128,556.94,557.59,561.2499,550.85
11-02-2021,557.59,2730587,564.442,563.59,565.93,554.22
10-02-2021,563.59,3991264,562.5,559.07,566.65,553.463
09-02-2021,559.07,3703499,546,547.92,566,543
08-02-2021,547.92,2791721,555,550.79,555,543.7
05-02-2021,550.79,2376175,552.26,552.16,554.44,545.4778
04-02-2021,552.16,5164537,539.81,539.45,559.48,537.51
03-02-2021,539.45,3172288,550.17,548.16,550.48,538.243
02-02-2021,548.16,3767569,542.01,539.04,555.48,538.935
01-02-2021,539.04,3547507,536.79,532.39,545.06,531.73
29-01-2021,532.39,4325264,538,538.6,541,530.18
28-01-2021,538.6,5968978,535.88,523.28,553.1482,530.74
27-01-2021,523.28,8670277,550.71,561.93,556.4187,515.73
26-01-2021,561.93,5023847,554.73,556.78,567.99,554.06
25-01-2021,556.78,7207329,567,565.17,569.75,548.65
22-01-2021,565.17,7550822,582.1,579.84,583.99,564.35
21-01-2021,579.84,11840634,582.45,586.34,588.75,570.4
20-01-2021,586.34,32637450,565.42,501.77,593.2877,556.86
19-01-2021,501.77,12315813,501,497.98,509.25,493.5427
15-01-2021,497.98,5895788,500,500.86,506.32,495.1
14-01-2021,500.86,4177357,507.35,507.79,514.5,499.58
13-01-2021,507.79,5032099,495.5012,494.25,512.3542,493.01
12-01-2021,494.25,5990425,500,499.1,501.09,485.6701
11-01-2021,499.1,3812720,507.84,510.4,510.725,497.95
08-01-2021,510.4,2973949,511.31,508.89,513.24,504.51
07-01-2021,508.89,3686448,508.28,500.49,516.44,506.42
06-01-2021,500.49,5346210,511.97,520.8,513.0998,499.5
05-01-2021,520.8,3133872,521.55,522.86,526.78,515.89
04-01-2021,522.86,4444407,539,540.73,540.8,515.085
31-12-2020,540.73,5392322,525.53,524.59,545.5,523.1502
30-12-2020,524.59,1876286,530.13,530.87,533.2575,523.69
29-12-2020,530.87,4022358,519.9,519.12,536.5478,515.4801
28-12-2020,519.12,2891867,516.43,513.97,523.66,507.13
24-12-2020,513.97,1143952,515.12,514.48,519.345,512.2104
23-12-2020,514.48,2393187,524.76,527.33,526.32,514.2
22-12-2020,527.33,1908529,527.69,528.91,530.4,520.5
21-12-2020,528.91,3893964,530.05,534.45,532.62,521.15
18-12-2020,534.45,4502692,533.2,532.9,536.37,526.02
17-12-2020,532.9,3193377,529,524.83,535.49,526.44
16-12-2020,524.83,3682392,520.11,519.78,527.38,517.69
15-12-2020,519.78,3398209,518.5,522.42,524.7,513.56
14-12-2020,522.42,5770424,505.44,503.22,524.1603,501.18
11-12-2020,503.22,3210928,495,501.09,503.34,494.85
10-12-2020,501.09,3018203,494.56,493.6,503.77,492.91
09-12-2020,493.6,4178768,510.53,512.66,514.5,491.29
08-12-2020,512.66,4228950,517.9,515.78,521.4909,505.55
07-12-2020,515.78,4289293,500.01,498.31,517.76,497.77
04-12-2020,498.31,3666243,497.5,497.52,504.5,493.64
03-12-2020,497.52,2826116,502.99,503.38,508.77,496.04
02-12-2020,503.38,3028358,501.62,504.58,506.795,493.5
01-12-2020,504.58,5063234,492.3404,490.7,509.47,491.9812
30-11-2020,490.7,3530940,490.08,491.36,492.55,481.2678
27-11-2020,491.36,2805762,486.58,485,493.25,481.845
25-11-2020,485,3598629,485.13,482.88,486.9,478.919
24-11-2020,482.88,3557894,478.84,476.62,484.05,475.89
23-11-2020,476.62,5416571,490.46,488.24,491.15,475.84
20-11-2020,488.24,4255924,485.22,484.67,494.76,481.57
19-11-2020,484.67,2254653,482,481.79,487.8,480.47
18-11-2020,481.79,3629237,481.95,480.63,488.61,477.7212
17-11-2020,480.63,3698082,480.12,479.1,487.51,478.8525
16-11-2020,479.1,3953563,480,482.84,485.58,477.3
13-11-2020,482.84,3006510,486.77,486.77,488.94,477.8
12-11-2020,486.77,5071155,491,490.76,496.52,480.4255
11-11-2020,490.76,5460532,483,480.24,491.68,478.26
10-11-2020,480.24,8306142,470.95,470.5,484.6,463.41
09-11-2020,470.5,10419676,485.54,514.73,495.85,467.26
06-11-2020,514.73,4236349,515,513.76,515.21,502.51
05-11-2020,513.76,5372781,506.56,496.95,518.7337,503.45
04-11-2020,496.95,5137330,495.36,487.22,507.73,493.98
03-11-2020,487.22,3690213,484.93,484.12,495.305,478.76
02-11-2020,484.12,4408193,478.87,475.74,486.3,475
30-10-2020,475.74,7813897,502.01,504.21,505.88,472.21
29-10-2020,504.21,11120689,488.5,486.24,513.8999,479.34
28-10-2020,486.24,5992731,486.36,488.93,494,483.28
27-10-2020,488.93,3627175,490.01,488.24,490.49,482.93
26-10-2020,488.24,6186087,487.025,488.28,496.82,478.9
23-10-2020,488.28,4927862,488.11,485.23,490.06,481.35
22-10-2020,485.23,6997922,494.69,489.05,495.14,482
21-10-2020,489.05,17405708,501.03,525.42,506.85,488.25
20-10-2020,525.42,10047175,528.14,530.72,533.78,522.26
19-10-2020,530.72,7567506,537.07,530.79,541.8,525.38
16-10-2020,530.79,6347363,549.5,541.94,554.33,530.03
15-10-2020,541.94,5113126,545.52,541.45,551.22,535.1
14-10-2020,541.45,9510081,562.61,554.09,572.49,541
13-10-2020,554.09,5602498,540.56,539.81,557.65,537.2
12-10-2020,539.81,5391074,548.81,539.44,551.81,538.24
09-10-2020,539.44,4781259,537.8339,531.79,544.28,535
08-10-2020,531.79,5386488,533.48,534.66,535,524.15
07-10-2020,534.66,7988683,518,505.87,536.49,515.815
06-10-2020,505.87,4199034,518.72,520.65,521.82,504.16
05-10-2020,520.65,4088069,506.8,503.06,520.99,501.6997
02-10-2020,503.06,6071165,516.43,527.51,526.3714,502.7
01-10-2020,527.51,8153710,506.03,500.03,529.55,503.6
30-09-2020,500.03,4634111,492.57,493.48,504.63,489.2704
29-09-2020,493.48,3543193,489.5,490.65,496.2868,486.53
28-09-2020,490.65,4773497,489.1094,482.88,492,477.88
25-09-2020,482.88,3769436,474.39,473.08,484.87,468.0258
24-09-2020,473.08,3727201,470.53,470.61,477,467.82
23-09-2020,470.61,3726423,491.04,491.17,491.04,469
22-09-2020,491.17,3482324,489.01,487.35,491.82,479.26
21-09-2020,487.35,5457539,467.6923,469.96,487.775,466.32
18-09-2020,469.96,6717711,472.51,470.2,479.4,458.6
17-09-2020,470.2,5379301,475.16,483.86,478.4,463.27
16-09-2020,483.86,4401412,499.99,495.99,504.66,483.31
15-09-2020,495.99,5336992,484,476.26,497.47,481.63
14-09-2020,476.26,7359126,480.62,482.03,488.99,471.3001
11-09-2020,482.03,5035200,486.485,480.67,493.73,476.81
10-09-2020,480.67,6240181,503.35,500.19,506.29,478.84
09-09-2020,500.19,6848127,519.21,507.02,520,492.5743
08-09-2020,507.02,5572684,498.4,516.05,522,495
04-09-2020,516.05,8270118,520.18,525.75,527.36,485.98
03-09-2020,525.75,9071089,545,552.84,554,521.32
02-09-2020,552.84,5886930,553.78,556.55,556.5,537.369
01-09-2020,556.55,9581907,532.6,529.56,557.3895,532.45
31-08-2020,529.56,4941409,521.16,523.89,531.99,517.58
28-08-2020,523.89,4417517,532,526.27,539,522
27-08-2020,526.27,9062912,537.775,547.53,541,521.2471
26-08-2020,547.53,20373680,492.5,490.58,549.04,492.075
25-08-2020,490.58,5727721,488.19,488.81,492.47,485.09
24-08-2020,488.81,4762183,495.4383,492.31,501,483.16
21-08-2020,492.31,3921293,496.46,497.9,498.13,490
20-08-2020,497.9,5132480,484.69,484.53,498.94,483.89
19-08-2020,484.53,3156218,493.93,491.87,494.4985,483.5
18-08-2020,491.87,3505518,484.35,482.35,495.3,482.8
17-08-2020,482.35,2423545,484.19,482.68,486.24,479.1
14-08-2020,482.68,2943487,482.82,481.33,488.325,480.21
13-08-2020,481.33,3008933,478.4,475.47,484.45,476.45
12-08-2020,475.47,5441243,471.34,466.93,482.49,470.18
11-08-2020,466.93,7329226,479.75,483.38,480.92,466.55
10-08-2020,483.38,4691185,493.35,494.73,497.4584,478.6269
07-08-2020,494.73,5910348,505.45,509.08,508.29,486.68
06-08-2020,509.08,3725861,504.11,502.11,510.82,498.7
05-08-2020,502.11,4313526,508.68,509.64,510.1021,501.2
04-08-2020,509.64,5607968,498.65,498.62,510.4436,498.65
03-08-2020,498.62,5876190,490.86,488.88,503.09,490.23
31-07-2020,488.88,5924310,488.29,485.8,494.8,484.5
30-07-2020,485.8,6608569,480.7072,484.48,488.35,477.5101
29-07-2020,484.48,6611769,492.25,488.51,494.92,484.13
28-07-2020,488.51,5986727,496.02,495.65,497.7927,487.7601
27-07-2020,495.65,7863069,484.51,480.45,496.92,482.31
24-07-2020,480.45,7746247,468.77,477.58,487.17,467.54
23-07-2020,477.58,7722034,491.13,489.82,491.9,472.0201
22-07-2020,489.82,6954078,492.19,490.1,497.2,487.2
21-07-2020,490.1,9127218,506,502.41,506.22,488.61
20-07-2020,502.41,11940306,489.14,492.99,504.5,484.2001
17-07-2020,492.99,24991352,494.87,527.39,503.59,484.14
16-07-2020,527.39,24498994,526.48,523.26,535.54,504.3627
15-07-2020,523.26,10066652,516.3,524.88,529,510.18
14-07-2020,524.88,15083300,517.08,525.5,525.5,490.49
13-07-2020,525.5,18399020,567.98,548.73,575.37,520.96
10-07-2020,548.73,21605588,519.73,507.76,555.8799,511.28
09-07-2020,507.76,5840541,508.4,502.78,510,495.78
08-07-2020,502.78,5691682,498.5755,493.16,505.1,493.81
07-07-2020,493.16,5669870,497.3105,493.81,504.82,490.83
06-07-2020,493.81,7838990,480.77,476.89,499.5,479.8
02-07-2020,476.89,6351485,485.64,485.64,492.28,475.5258
01-07-2020,485.64,9705870,454,455.04,488.23,454
30-06-2020,455.04,4198545,450.02,447.24,457.59,447
29-06-2020,447.24,4843978,445.23,443.4,447.67,432.14
26-06-2020,443.4,6804726,466.39,465.91,468.03,442.24
25-06-2020,465.91,4134513,458.86,457.85,467.01,454
24-06-2020,457.85,4826191,468.54,466.26,472.36,454
23-06-2020,466.26,5948436,466.5,468.04,474.01,464.5
22-06-2020,468.04,6272105,455.01,453.72,468.59,454.21
19-06-2020,453.72,5933651,449.12,449.87,453.97,445.6
18-06-2020,449.87,4277627,448.73,447.77,452.76,442.8
17-06-2020,447.77,6529568,441.82,436.13,450.46,439.22
16-06-2020,436.13,5514016,425.76,425.5,437.96,425.18
15-06-2020,425.5,4471499,421.4,418.07,426.49,415.4238
12-06-2020,418.07,6461127,429,425.56,434.06,412.45
11-06-2020,425.56,7462868,428.2,434.48,445.57,424.1601
10-06-2020,434.48,4896893,436,434.05,439.69,430.55
09-06-2020,434.05,6796999,421.65,419.49,434.73,420.31
08-06-2020,419.49,5851453,416,419.6,420.8,406.5
05-06-2020,419.6,5099561,407.29,414.33,420.2392,404.25
04-06-2020,414.33,5410529,422.39,421.97,428.71,410.03
03-06-2020,421.97,4316044,426.95,427.31,427.1,418.05
02-06-2020,427.31,3494801,425.87,425.92,427.59,419.46
01-06-2020,425.92,3748573,418.83,419.73,426.72,415.98
29-05-2020,419.73,5270484,417.46,413.44,420.295,411.85
28-05-2020,413.44,5660160,417.24,419.89,422.3717,411.5
27-05-2020,419.89,10446339,410.38,414.77,420.02,397.86
26-05-2020,414.77,7881115,427.77,429.32,428.5,413.14
22-05-2020,429.32,5422334,437,436.25,439.09,427.18
21-05-2020,436.25,9117325,448.56,447.67,448.96,430.25
20-05-2020,447.67,5607257,454.25,451.04,455.81,444
19-05-2020,451.04,4810487,453.3965,452.58,458.97,450.465
18-05-2020,452.58,7780309,451.16,454.19,456.36,443.35
15-05-2020,454.19,7243998,440.7,441.95,455,437.51
14-05-2020,441.95,9007467,444.9,438.27,452.38,432.82
13-05-2020,438.27,7014563,435.69,431.82,447,427.27
12-05-2020,431.82,4598211,442,440.52,444.17,431.36
11-05-2020,440.52,5486037,436.33,435.55,444.8899,435.56
08-05-2020,435.55,5054308,434.14,436.53,442,433.6389
07-05-2020,436.53,5650281,436.89,434.26,438.88,430.66
06-05-2020,434.26,6660737,429.3,424.68,439.77,426.385
05-05-2020,424.68,6286293,427.555,428.15,431,421.56
04-05-2020,428.15,7799058,417.78,415.27,428.54,414.87
01-05-2020,415.27,8299858,415.1,419.85,427.97,411.73
30-04-2020,419.85,7953975,410.31,411.89,424.44,408
29-04-2020,411.89,9693137,399.53,403.83,415.86,393.6
28-04-2020,403.83,10101233,419.99,421.38,421,402.9101
27-04-2020,421.38,6277480,425,424.99,429,420.84
24-04-2020,424.99,8670362,425,426.7,427.17,415.88
23-04-2020,426.7,13952330,419.26,421.42,438.413,419.26
22-04-2020,421.42,21123772,429.725,433.83,433,413
21-04-2020,433.83,23177550,444.77,437.49,447,425.6
20-04-2020,437.49,12655818,435.17,422.96,444.49,430.56
17-04-2020,422.96,12616258,431,439.17,432,414.695
16-04-2020,439.17,16128666,437,426.75,449.52,431.61
15-04-2020,426.75,13561222,413,413.55,434.98,412.25
14-04-2020,413.55,11580983,397.5,396.72,417.82,394.8468
13-04-2020,396.72,11692922,371.31,370.72,400.51,367.7003
09-04-2020,370.72,7711296,371.06,371.12,372.1,363.03
08-04-2020,371.12,6908879,374.01,372.28,378.39,368.31
07-04-2020,372.28,7046438,380,379.96,381.33,369.34
06-04-2020,379.96,8183921,365.22,361.76,380.29,361.71
03-04-2020,361.76,4860768,367.47,370.08,370.9,357.51
02-04-2020,370.08,4592477,364.08,364.08,370.99,360.06
01-04-2020,364.08,6672454,376.05,375.5,380.233,361.02
31-03-2020,375.5,9366464,367.93,370.96,383.01,366.44
30-03-2020,370.96,8621964,363,357.12,377.8,361.17
27-03-2020,357.12,7948775,359.09,362.99,368.56,353
26-03-2020,362.99,7235016,344,342.39,363.84,341.73
25-03-2020,342.39,8767171,361.02,357.32,362,339.17
24-03-2020,357.32,11638683,369.99,360.27,372.93,353.0301
23-03-2020,360.27,13449378,347.89,332.83,366.11,340.8838
20-03-2020,332.83,10853846,342.31,332.03,350.49,332
